group_name,team_abbreviation,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank
L. Williams - K. Huerter - S. Mays,ATL,1,0,1,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,408,490,144,490,615,598,615,598,530,610,530,497,502,497,451,518,549,563,1,450,361,1,178,541,608,285
T. Luwawu-Cabarrot - J. Collins - C. Reddish,ATL,4,1,3,0.25,0.9,0.5,1.8,0.286,0.3,1.0,0.25,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.0,0.5,0.0,1.3,-2.0,213,257,442,456,614,586,608,544,524,503,475,497,502,497,451,611,615,563,144,450,324,1,118,541,605,465
D. Wright - J. Collins - K. Knox II,ATL,2,2,0,1.0,0.8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.5,1.0,2.0,-1.0,311,197,1,1,618,522,615,1,530,610,530,497,502,497,451,601,606,457,163,330,212,1,118,399,562,386
G. Dieng - T. Luwawu-Cabarrot - T. Young,ATL,3,1,2,0.333,0.8,0.7,1.3,0.5,0.3,0.7,0.5,0.0,0.0,0.0,0.0,0.7,0.7,0.3,0.3,0.0,0.3,0.0,0.7,0.0,1.7,-1.3,249,257,358,405,617,580,613,169,518,597,99,497,502,497,451,599,604,553,147,450,283,1,152,541,597,433
K. Huerter - S. Mays - J. Johnson,ATL,2,1,1,0.5,0.8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,2.0,1.5,311,257,144,240,618,522,615,1,530,610,530,497,502,497,451,601,606,537,163,330,361,1,118,541,562,173
L. Stephenson - D. Wright - S. Mays,ATL,1,1,0,1.0,0.8,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,408,257,1,1,618,522,567,169,530,503,530,402,428,1,451,518,549,457,1,450,361,1,1,399,537,199
L. Williams - J. Collins - K. Knox II,ATL,2,2,0,1.0,0.8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.5,1.0,2.0,-1.0,311,197,1,1,618,522,615,1,530,610,530,497,502,497,451,601,606,457,163,330,212,1,118,399,562,386
T. Luwawu-Cabarrot - K. Huerter - J. Johnson,ATL,2,1,1,0.5,0.8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,2.0,1.5,311,257,144,240,618,522,615,1,530,610,530,497,502,497,451,601,606,537,163,330,361,1,118,541,562,173
K. Huerter - K. Knox II - D. Hunter,ATL,1,1,0,1.0,0.7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,408,257,1,1,624,598,615,598,530,503,530,497,502,497,451,614,618,563,1,450,361,500,1,541,608,465
K. Huerter - K. Knox II - T. Young,ATL,1,1,0,1.0,0.7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,408,257,1,1,624,598,615,598,530,503,530,497,502,497,451,614,618,563,1,450,361,500,1,541,608,465
K. Huerter - S. Cooper - J. Johnson,ATL,1,1,0,1.0,0.7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,408,257,1,1,626,522,615,1,530,610,530,497,502,497,451,614,618,457,257,119,361,1,178,541,562,199
K. Huerter - S. Mays - S. Cooper,ATL,1,1,0,1.0,0.7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,408,257,1,1,626,522,615,1,530,610,530,497,502,497,451,614,618,457,257,119,361,1,178,541,562,199
K. Knox II - D. Hunter - O. Okongwu,ATL,2,2,0,1.0,0.7,0.5,1.5,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,1.0,-1.0,311,197,1,1,623,586,611,502,530,503,530,497,502,497,379,614,606,563,163,450,361,385,118,541,607,386
T. Luwawu-Cabarrot - K. Huerter - S. Cooper,ATL,1,1,0,1.0,0.7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,408,257,1,1,626,522,615,1,530,610,530,497,502,497,451,614,618,457,257,119,361,1,178,541,562,199
G. Dieng - C. Reddish - D. Hunter,ATL,4,2,2,0.5,0.6,0.5,1.0,0.5,0.3,0.3,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.3,-0.3,213,197,358,240,629,586,615,169,524,609,1,497,502,497,451,611,615,557,1,450,361,1,1,541,605,350
G. Dieng - T. Luwawu-Cabarrot - J. Collins,ATL,1,1,0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,408,257,1,1,631,598,642,598,530,610,530,497,502,497,451,518,549,563,257,450,361,1,178,541,608,465
L. Williams - L. Stephenson - W. Iwundu,ATL,1,1,0,1.0,0.6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,408,257,1,1,630,522,615,1,530,610,530,497,502,497,451,614,618,563,1,450,361,1,1,541,562,285
B. Bogdanovic - D. Hunter - S. Cooper,ATL,1,0,1,0.0,0.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,408,490,144,490,632,598,615,598,530,503,530,497,502,497,451,614,618,563,1,450,361,500,1,541,608,285
B. Bogdanovic - T. Young - S. Cooper,ATL,1,0,1,0.0,0.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,408,490,144,490,632,598,615,598,530,503,530,497,502,497,451,614,618,563,1,450,361,500,1,541,608,285
C. Capela - B. Bogdanovic - S. Cooper,ATL,1,0,1,0.0,0.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,408,490,144,490,632,598,615,598,530,503,530,497,502,497,451,614,618,563,1,450,361,500,1,541,608,285
C. Capela - D. Hunter - S. Cooper,ATL,1,0,1,0.0,0.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,408,490,144,490,632,598,615,598,530,503,530,497,502,497,451,614,618,563,1,450,361,500,1,541,608,285
C. Capela - T. Luwawu-Cabarrot - D. Hunter,ATL,1,1,0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408,257,1,1,639,598,642,598,530,610,530,497,502,497,451,518,549,563,1,450,361,1,1,541,608,285
C. Capela - T. Luwawu-Cabarrot - K. Knox II,ATL,1,1,0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408,257,1,1,639,598,642,598,530,610,530,497,502,497,451,518,549,563,1,450,361,1,1,541,608,285
C. Capela - T. Young - S. Cooper,ATL,1,0,1,0.0,0.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,408,490,144,490,632,598,615,598,530,503,530,497,502,497,451,614,618,563,1,450,361,500,1,541,608,285
C. Reddish - C. Brown Jr. - M. Hill,ATL,1,0,1,0.0,0.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,408,490,144,490,638,598,615,598,530,503,530,497,502,497,451,614,618,563,1,450,361,1,1,541,608,465
J. Collins - K. Knox II - O. Okongwu,ATL,1,1,0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,408,257,1,1,643,598,642,598,530,610,530,497,502,497,451,518,549,563,257,119,82,1,1,399,608,285
L. Stephenson - C. Capela - S. Mays,ATL,1,0,1,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408,490,144,490,645,598,615,598,530,610,530,497,502,497,451,614,618,563,1,450,361,1,1,541,608,285
T. Luwawu-Cabarrot - K. Knox II - D. Hunter,ATL,1,1,0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408,257,1,1,639,598,642,598,530,610,530,497,502,497,451,518,549,563,1,450,361,1,1,541,608,285
T. Luwawu-Cabarrot - K. Knox II - T. Young,ATL,1,1,0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408,257,1,1,639,598,642,598,530,610,530,497,502,497,451,518,549,563,1,450,361,1,1,541,608,285
T. Young - D. Hunter - S. Cooper,ATL,1,0,1,0.0,0.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,408,490,144,490,632,598,615,598,530,503,530,497,502,497,451,614,618,563,1,450,361,500,1,541,608,285
W. Iwundu - C. Reddish - J. Johnson,ATL,1,1,0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408,257,1,1,644,598,642,598,530,610,530,497,502,497,451,614,618,563,257,450,361,1,1,541,608,285
B. Bogdanovic - T. Luwawu-Cabarrot - C. Reddish,ATL,1,1,0,1.0,0.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,408,257,1,1,648,598,615,598,530,503,530,497,502,497,451,614,618,563,1,450,361,1,1,541,608,465
C. Capela - C. Oliver - C. Brown Jr.,ATL,1,1,0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.0,408,257,1,1,649,598,642,598,530,610,530,497,502,497,451,614,618,563,1,450,361,1,178,541,608,541
D. Gallinari - K. Knox II - T. Young,ATL,1,1,0,1.0,0.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,408,257,1,1,646,598,615,598,530,503,530,497,502,497,451,614,618,563,1,450,361,1,178,541,608,465
L. Williams - C. Reddish - D. Hunter,ATL,3,1,2,0.333,0.3,0.0,0.3,0.0,0.0,0.0,0.0,1.3,1.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,1.3,0.3,249,257,358,405,647,598,641,598,530,610,530,375,408,1,451,614,618,563,1,450,361,1,110,489,603,269
L. Williams - K. Knox II - D. Hunter,ATL,1,1,0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408,257,1,1,650,598,642,598,530,610,530,497,502,497,451,614,618,563,1,450,361,1,1,541,608,285
D. Gallinari - T. Luwawu-Cabarrot - S. Mays,ATL,1,1,0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,408,257,1,1,651,598,642,598,530,610,530,244,304,1,451,614,618,563,1,450,361,1,1,399,562,134
T. Luwawu-Cabarrot - D. Hunter - O. Okongwu,ATL,1,1,0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408,257,1,1,652,598,642,598,530,610,530,497,502,497,451,614,618,563,1,450,361,1,1,541,608,285
D. Gallinari - T. Luwawu-Cabarrot - D. Hunter,ATL,1,0,1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408,490,144,490,655,598,642,598,530,610,530,497,502,497,451,614,618,563,1,450,361,1,1,541,608,285
S. Hill - C. Capela - T. Luwawu-Cabarrot,ATL,1,1,0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,408,257,1,1,653,598,642,598,530,610,530,497,502,497,451,614,618,563,1,450,361,1,1,541,608,465
S. Hill - T. Luwawu-Cabarrot - J. Collins,ATL,1,1,0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,408,257,1,1,653,598,642,598,530,610,530,497,502,497,451,614,618,563,1,450,361,1,1,541,608,465
T. Luwawu-Cabarrot - K. Huerter - D. Hunter,ATL,1,0,1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408,490,144,490,655,598,642,598,530,610,530,497,502,497,451,614,618,563,1,450,361,1,1,541,608,285
L. Williams - T. Young - S. Mays,ATL,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,408,257,1,1,657,598,642,598,530,610,530,244,304,1,451,614,618,563,1,450,361,1,1,399,562,134
